Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.025,0.72,123475,Low,Algeria,25,,40105,1.61E+11,0.042,181,451,0.024,0.125,0.08,72,69,0.884,0.271,0.681,0.047,37062820,0.675,Africa,323000000,737000000,12/1/2010
0.046,0.521,30418,Low,Angola,66,,13378,82470894868,0.034,144,282,0.11,0.1,0.225,52,49,0.481,0.478,0.498,0.024,19549124,0.401,Africa,726000000,275000000,12/1/2010
0.038,0.659,5189,Low,Benin,31,,3653,6558416322,0.043,30,270,0.062,0.031,,60,57,0.744,0.434,0.537,0.029,9509798,0.419,Africa,149000000,91000000,12/1/2010
0.024,0.195,5233,Friendly,Botswana,60,,2263,13746712706,0.056,394,152,0.04,0.06,0.115,46,47,1.2,0.343,0.623,0.035,1969341,0.562,Africa,80000000,89000000,12/1/2010
0.043,0.448,1683,Low,Burkina Faso,14,,,9209288383,0.074,41,270,0.07,0.024,,56,54,0.367,0.46,0.515,0.025,15540284,0.257,Africa,105000000,110000000,12/1/2010
0.045,1.545,308,Low,Burundi,13,,,2026864414,0.088,19,211,0.061,0.01,0.124,54,51,0.182,0.439,0.535,0.025,9232753,0.106,Africa,2100000,35000000,12/1/2010
0.039,0.488,7235,Low,Cameroon,19,,6944,22493301699,0.053,57,654,0.066,0.043,,55,53,0.419,0.434,0.533,0.032,20624343,0.515,Africa,171000000,265000000,12/1/2010
0.035,2.038,264,Low,Central African Republic,23,,,1986014759,0.039,18,504,0.103,0.02,,50,46,0.225,0.406,0.555,0.039,4349921,0.388,Africa,7200000,61000000,12/1/2010
0.047,0.758,469,Low,Chad,64,,,10657705072,0.04,29,732,0.094,0.017,,51,49,0.245,0.488,0.487,0.025,11720781,0.22,Africa,,,12/1/2010
0.037,2.179,139,Low,Comoros,22,,,543376206,0.034,27,100,0.063,0.051,0.105,62,59,0.242,0.422,0.549,0.029,683081,0.279,Africa,35000000,19000000,12/1/2010
0.044,3.391,3040,Low,"Congo (Kinshasa)",84,,23766,20523286237,0.07,15,336,0.092,0.007,0.565,51,47,0.19,0.455,0.517,0.028,62191161,0.399,Africa,10700000,150000000,12/1/2010
0.039,0.663,2028,Low,"Congo (Brazzaville)",161,,1511,12007880067,0.023,67,606,0.042,0.05,,59,56,0.904,0.422,0.544,0.034,4111715,0.632,Africa,,,12/1/2010
0.037,0.442,5805,Low,Côte d'Ivoire,40,,9800,22920779598,0.069,83,270,0.077,0.021,,50,49,0.822,0.418,0.551,0.031,18976588,0.506,Africa,213000000,569000000,12/1/2010
0.028,0.378,539,Low,Djibouti,37,,,1128611700,0.088,111,90,0.062,0.065,0.103,62,59,0.199,0.341,0.622,0.037,834036,0.77,Africa,18000000,20500000,12/1/2010
0.024,0.426,204776,Moderate,"Egypt",8,,73575,2.19E+11,0.048,126,433,0.02,0.314,0.11,73,68,0.905,0.315,0.63,0.055,78075705,0.43,Africa,13633000000,2696000000,12/1/2010
0.037,0.441,4679,Low,Equatorial Guinea,135,,,11586407487,0.043,757,492,0.076,0.06,,53,50,0.574,0.393,0.578,0.029,696167,0.392,Africa,,,12/1/2010
0.038,0.845,513,Low,Eritrea,84,,745,2117039511,0.032,12,216,0.039,0.006,,64,59,0.032,0.43,0.549,0.021,5741159,0.206,Africa,,,12/1/2010
0.035,0.303,6494,Moderate,Ethiopia,15,,33250,29385611867,0.047,14,198,0.051,0.008,,63,60,0.079,0.444,0.523,0.033,87095281,0.173,Africa,1434000000,143000000,12/1/2010
0.033,0.435,2574,Low,Gabon,57,,1984,14569527125,0.035,322,488,0.043,0.072,,63,61,1.035,0.386,0.56,0.053,1556222,0.857,Africa,,,12/1/2010
0.043,2.921,473,Low,"Gambia",27,,,951805801,0.047,27,376,0.052,0.092,0.27,59,57,0.88,0.46,0.515,0.025,1680640,0.563,Africa,80000000,11000000,12/1/2010
0.032,0.325,8999,Friendly,Ghana,12,,10011,32174210793,0.053,70,224,0.055,0.078,,62,60,0.719,0.39,0.575,0.035,24262901,0.507,Africa,706000000,882000000,12/1/2010
0.038,0.879,1236,Low,Guinea,40,,,4735956476,0.062,27,416,0.071,0.01,,56,55,0.368,0.428,0.54,0.032,10876033,0.349,Africa,2000000,17000000,12/1/2010
0.039,0.459,238,Low,Guinea-Bissau,216,,,835390893,0.071,38,208,0.085,0.025,,55,52,0.427,0.419,0.551,0.03,1586624,0.452,Africa,13600000,29500000,12/1/2010
0.037,0.493,12427,Moderate,Kenya,33,,19719,32440133261,0.044,35,393,0.052,0.14,0.144,61,58,0.61,0.426,0.548,0.026,40909194,0.236,Africa,1620000000,212000000,12/1/2010
0.028,0.196,18,Moderate,Lesotho,40,,,2175685681,0.108,118,324,0.077,0.039,0.112,48,47,0.492,0.376,0.581,0.043,2008921,0.248,Africa,25000000,278000000,12/1/2010
0.037,0.429,799,Low,Liberia,20,,,1292696476,0.131,43,141,0.06,0.023,0.142,60,59,0.397,0.433,0.536,0.031,3957990,0.478,Africa,12000000,134000000,12/1/2010
0.022,,59035,Low,Libya,,,21611,74755288917,0.033,389,,0.014,0.14,0.06,77,73,1.804,0.294,0.66,0.046,6040612,0.776,Africa,170000000,2184000000,12/1/2010
0.035,0.377,2013,Moderate,Madagascar,7,,,8704983553,0.045,19,201,0.044,0.017,0.49,65,62,0.366,0.434,0.537,0.028,21079532,0.319,Africa,633000000,110000000,12/1/2010
0.041,0.259,1239,Low,Malawi,39,,,5398616985,0.085,30,157,0.053,0.023,0.246,54,53,0.208,0.458,0.511,0.031,15013694,0.155,Africa,47000000,93000000,12/1/2010
0.048,0.514,623,Low,Mali,8,,,9422267260,0.069,46,270,0.083,0.019,,54,54,0.532,0.468,0.503,0.029,13985961,0.36,Africa,296000000,235000000,12/1/2010
0.035,0.682,2215,Low,Mauritania,19,,,3526946625,0.06,58,696,0.07,0.04,0.17,63,60,0.769,0.406,0.563,0.031,3609420,0.567,Africa,,,12/1/2010
0.012,0.272,4118,Very Friendly,Mauritius,6,,,9718331363,0.054,427,161,0.013,0.283,0.089,77,69,0.968,0.212,0.711,0.077,1280924,0.406,Africa,1585000000,423000000,12/1/2010
0.022,0.496,50608,Friendly,Morocco,12,,16183,90770671432,0.059,168,358,0.029,0.52,,72,68,1.011,0.281,0.669,0.05,31642360,0.577,Africa,8176000000,1879000000,12/1/2010
0.041,0.375,2882,Moderate,Mozambique,13,,9875,9274448732,0.057,22,230,0.072,0.042,0.163,50,48,0.301,0.453,0.514,0.032,23967265,0.31,Africa,224000000,260000000,12/1/2010
0.027,0.223,3176,Friendly,Namibia,66,,1552,11141417478,0.082,416,339,0.038,0.116,0.097,65,60,0.895,0.377,0.589,0.034,2178967,0.416,Africa,560000000,145000000,12/1/2010
0.05,0.465,1412,Low,Niger,17,,,5718589550,0.069,24,270,0.066,0.008,,57,57,0.231,0.498,0.476,0.026,15893746,0.176,Africa,86000000,,12/1/2010
0.042,0.322,78910,Moderate,Nigeria,25,,115138,3.69E+11,0.056,80,938,0.082,0.24,0.176,52,51,0.547,0.44,0.532,0.027,159707780,0.435,Africa,738000000,8379000000,12/1/2010
0.037,0.31,594,Friendly,Rwanda,3,,,5624809049,0.108,56,148,0.044,0.08,0.167,64,61,0.327,0.447,0.53,0.023,10836732,0.24,Africa,224000000,120000000,12/1/2010
0.036,0.333,99,Low,Sao Tome and Principe,144,,,201037917,0.071,86,424,0.04,0.188,0.289,68,64,0.576,0.416,0.548,0.036,178228,0.619,Africa,11100000,600000,12/1/2010
0.039,0.455,7059,Low,Senegal,9,,3426,12932427724,0.048,48,666,0.047,0.16,,64,61,0.644,0.436,0.533,0.031,12950564,0.422,Africa,464000000,217000000,12/1/2010
0.017,0.441,704,Friendly,Seychelles,39,,,973355738,0.037,394,76,0.012,0.41,0.127,78,69,1.289,0.223,0.701,0.076,89770,0.523,Africa,29000000,5000000,12/1/2010
0.038,2.352,689,Moderate,Sierra Leone,12,,,2578159463,0.154,69,357,0.114,0.006,0.213,45,45,0.348,0.422,0.553,0.026,5751976,0.382,Africa,26000000,22000000,12/1/2010
0.045,,609,Not Clustered,Somalia,,,,,,,,0.097,,,56,52,0.067,0.477,0.495,0.028,9636173,0.373,Africa,,,12/1/2010
0.022,0.3,460124,Very Friendly,South Africa,22,,142291,3.65E+11,0.087,615,200,0.035,0.24,0.098,56,53,0.979,0.297,0.651,0.052,50895698,0.622,Africa,10308000000,8139000000,12/1/2010
0.037,,,Low,South Sudan,,,,16338510934,0.021,32,,0.071,,,54,52,,0.428,0.538,0.034,9940929,0.179,Africa,,,12/1/2010
0.035,0.361,14173,Moderate,Sudan,36,,16605,65632237471,0.065,119,180,0.055,0.167,,63,60,0.415,0.421,0.548,0.031,35652002,0.331,Africa,94000000,1116000000,12/1/2010
0.031,0.365,1023,Moderate,eSwatini,56,,,3891563478,0.084,261,104,0.063,0.11,0.098,48,49,0.608,0.388,0.578,0.033,1193148,0.215,Africa,51000000,87000000,12/1/2010
0.041,0.444,6846,Moderate,Tanzania,26,,20043,22915004297,0.072,37,172,0.041,0.029,0.145,60,58,0.467,0.448,0.52,0.031,44973330,0.281,Africa,1279000000,861000000,12/1/2010
0.037,0.503,1540,Low,Togo,84,,2692,3172945506,0.075,37,270,0.061,0.03,,56,55,0.413,0.421,0.552,0.027,6306014,0.375,Africa,105000000,89000000,12/1/2010
0.019,0.623,25878,Very Friendly,Tunisia,11,,9674,44054072936,0.067,282,144,0.015,0.368,,77,73,1.045,0.235,0.696,0.069,10549100,0.659,Africa,3477000000,611000000,12/1/2010
0.045,0.35,3784,Moderate,Uganda,24,,,16030996179,0.092,43,161,0.051,0.125,0.202,58,56,0.377,0.489,0.487,0.024,33987213,0.145,Africa,802000000,464000000,12/1/2010
0.043,0.143,2428,Friendly,Zambia,18,,8054,16190196832,0.061,75,183,0.064,0.1,0.209,56,53,0.412,0.469,0.504,0.027,13216985,0.387,Africa,125000000,128000000,12/1/2010
0.032,0.391,9428,Low,Zimbabwe,90,,9000,9456808151,,,242,0.059,0.115,,54,53,0.589,0.412,0.548,0.04,13076978,0.332,Africa,634000000,,12/1/2010
0.038,0.363,8236,Low,Afghanistan,7,,,15936784436,0.087,43,275,0.075,0.04,0.157,61,58,0.458,0.486,0.492,0.022,28397812,0.247,Asia,138000000,86000000,12/1/2010
0.014,0.386,4221,Very Friendly,Armenia,14,,2483,9260287416,0.046,143,581,0.016,0.25,0.192,78,71,1.304,0.205,0.689,0.105,2963496,0.636,Asia,456000000,466000000,12/1/2010
